gartenzwerg	NOUN	['0.299012','0.223081','0.011676','0.082976','0.167942','0.405942', '-0.773405','0.039323','0.270907','-0.192038','0.090144','-0.068165', '0.422802','-0.081040','0.459665','-0.257923','-0.077048','-0.547813', '0.252310','-0.067097','-0.566342','0.066555','-0.193238','0.741680', '0.246942','0.334310','0.041672','0.074640','0.428925','0.444045', '0.392943','-0.703422','-0.518928','0.117967','-0.119432','-0.441465', '0.044558','0.394293','-0.180458','0.397729','-0.238379','0.384447', '-0.131320','-0.285489','-0.432348','0.002835','-0.037022','0.514316', '0.607235','0.016637','-0.502896','0.566425']	0
unruhe	NOUN	['-0.098898','-0.126091','0.081483','-0.188513','-0.018241','0.395719', '-0.296546','0.547094','0.339218','-0.670926','-0.051619','0.353478', '0.276657','-0.072330','0.412660','0.133912','-0.386853','0.086225', '0.256456','-0.126708','-0.086347','-0.356338','-0.921334','0.766416', '0.304378','0.650052','0.129433','0.173643','0.092267','0.809677', '0.410080','-0.746236','-0.169716','-0.090578','-0.127178','-0.506755', '0.330761','0.357431','0.288723','0.346560','-0.214897','0.585877', '-0.063655','-0.110221','-0.578921','-0.258219','-0.498196','0.503030', '0.219718','-0.476368','-0.029775','0.333904']	0
grob	ADJ	['-0.116111','0.435766','0.053451','0.080047','0.104570','0.339083', '-0.241049','0.178675','0.117294','-0.514345','0.502030','0.079550', '0.057041','-0.160654','0.227545','-0.536833','-0.444978','-0.011443', '0.326312','0.106034','-0.265544','-0.221555','-0.406869','0.571615', '0.623934','0.145002','0.001051','0.116551','0.456657','0.312179', '0.244016','-0.588790','-0.184180','-0.045365','-0.104986','-0.351522', '0.069099','0.496626','-0.170268','0.100582','-0.502689','0.105734', '0.137339','-0.029194','-0.564791','-0.020657','-0.313656','0.233105', '0.337922','-0.383871','-0.099057','0.356849']	0
abbauen	VERB	['-0.346067','0.286442','0.298794','0.208681','0.013527','0.275038', '-0.445198','0.558902','0.271865','-0.538624','0.080774','0.486962', '0.069972','-0.288665','0.222758','-0.190536','-0.607863','-0.002459', '0.245433','-0.033530','-0.327904','-0.324035','-0.972817','0.661436', '0.578601','0.336131','0.112929','0.132807','0.224989','0.803913', '0.377013','-0.303209','-0.316738','-0.223704','-0.291327','-0.504981', '0.153908','0.037706','-0.283813','0.523111','-0.324748','0.503720', '0.073845','0.030892','-0.813531','-0.290872','-0.392282','0.165090', '0.207922','-0.573504','0.129817','0.513633']	0
verarschen	VERB	['0.292155','0.411178','0.020228','0.248208','-0.050331','-0.056857', '-0.392350','0.273860','0.035891','-0.530695','0.392413','0.499883', '0.540825','-0.227600','0.170682','-0.807798','-0.718171','-0.119839', '0.202628','0.257412','-0.353281','-0.069430','-0.566722','0.914883', '0.732864','0.096450','-0.242578','0.096551','0.292219','0.422883', '0.218897','-0.433472','-0.580134','-0.442529','-0.122419','-0.409809', '-0.197826','0.180244','0.301097','0.337779','-0.390496','-0.092828', '-0.232520','0.111024','-0.486382','-0.034882','-0.528411','-0.188065', '0.507306','-0.508554','0.027228','0.444748']	1
schmuggeln	VERB	['-0.021491','0.288274','0.409921','0.162438','-0.048048','0.019513', '-0.347301','0.177796','0.271857','-0.503790','0.511329','0.317852', '0.270449','-0.056621','0.489749','-0.238860','-0.489789','-0.457716', '0.389776','0.015614','-0.523413','-0.003590','-0.671707','0.539192', '0.670800','0.498277','-0.142049','0.121637','0.262471','0.597563', '0.514861','-0.646605','-0.219844','-0.245075','0.285274','-0.665375', '0.151156','0.406325','-0.019550','0.503297','-0.466890','0.466009', '-0.097870','-0.050829','-0.483415','-0.278568','-0.191692','-0.192252', '0.320251','-0.112264','0.139944','0.540366']	0
ungleich	ADJ	['-0.260733','0.254179','-0.191363','0.011743','0.069798','0.520443', '-0.578349','0.306304','0.240676','-0.610906','0.426540','0.417186', '0.190174','-0.254824','0.473355','-0.022969','-0.280332','0.526016', '0.006553','0.249659','-0.671004','-0.297892','-0.674828','0.989207', '0.719989','0.456284','0.259510','-0.280900','0.413190','0.341210', '0.163401','-0.738132','-0.499042','0.165040','-0.361782','-0.288751', '0.321897','0.688149','-0.086168','0.045453','-0.512678','0.028877', '-0.004519','0.136227','-0.800345','-0.144309','-0.174375','0.064532', '-0.012712','-0.759482','-0.084075','0.478570']	0
unbrauchbar	ADJ	['-0.015376','0.430806','0.044797','0.131815','0.432402','0.099598', '-0.380530','0.231516','0.113900','-0.644353','0.367847','0.481326', '-0.094198','-0.422748','0.362676','-0.510885','-0.448922','0.072529', '0.334449','0.272624','-0.054227','0.248673','-0.677924','0.698805', '0.668663','0.133652','0.055747','0.241102','0.510119','0.428390', '0.097230','-0.749474','-0.406947','-0.040575','-0.229593','-0.347404', '-0.006036','0.583250','-0.040197','0.044649','-0.331491','0.346081', '0.134820','0.053946','-0.644030','-0.426155','-0.464017','0.090870', '0.509476','-0.564020','0.272201','0.131271']	0
ungleichheit	NOUN	['-0.440823','-0.081265','0.063960','-0.193368','-0.288326','0.575353', '-0.596267','0.387601','0.578714','-0.461387','0.255279','1.112811', '-0.071355','-0.574227','0.843295','0.302649','-0.053363','0.375330', '0.013459','-0.068394','-0.170630','-0.112236','-0.821506','0.470569', '0.595354','0.540626','0.829679','-0.159857','0.471042','0.376063', '0.283919','-0.639347','-0.401654','-0.000712','-0.400798','-0.631622', '0.635220','0.465704','0.290514','0.365719','-0.158581','0.012862', '0.176594','0.119016','-0.230314','-0.235566','-0.531603','0.603595', '-0.147517','-1.021809','-0.049361','0.215468']	0
wirtschaftskrise	NOUN	['-0.371162','-0.168954','0.374357','-0.308232','-0.098418','0.511892', '-0.292107','0.553740','0.675852','-0.238587','0.361786','0.562595', '0.293202','-0.223260','1.036733','0.233028','-0.295799','0.195920', '0.201254','-0.169204','-0.077840','-0.383498','-1.026217','0.708394', '0.622269','0.614568','0.323741','-0.203134','0.310232','0.790816', '0.259374','-0.442961','-0.343175','0.065975','0.129260','-0.624770', '0.311831','0.457590','0.201399','0.481076','0.115588','0.217554', '0.070821','-0.211704','-0.369851','-0.304018','-0.394157','0.260404', '0.025775','-0.560087','0.201447','0.399934']	0
riskant	ADJ	['-0.194744','0.208636','0.162738','-0.105149','0.039947','0.331824', '-0.236033','0.427883','0.254166','-0.470516','0.477760','0.415768', '0.308281','-0.224583','0.439246','-0.196510','-0.523230','0.003847', '0.249603','0.131945','-0.266181','-0.233296','-0.836805','0.763348', '0.615739','0.369187','-0.047293','0.018295','0.467740','0.558212', '0.205046','-0.566100','-0.269116','0.136675','-0.032094','-0.302878', '0.096989','0.347242','-0.028133','0.180515','-0.385762','0.202528', '0.207471','0.142553','-0.463423','-0.404164','-0.264552','0.043572', '0.180402','-0.512968','0.032275','0.357100']	0
fehlgeburt	NOUN	['-0.162440','0.040283','0.184350','-0.274673','-0.043352','0.368248', '-0.335927','-0.058279','0.081045','-0.487647','0.620956','0.105617', '0.238631','-0.006552','0.886480','-0.308765','-0.724743','-0.203843', '0.567711','-0.190157','-0.595185','-0.583685','-0.348102','0.869837', '0.381485','0.460746','-0.199215','0.048796','0.339164','0.218359', '0.321258','-0.548681','-0.449487','0.080657','0.294782','-0.240381', '0.054305','0.037651','0.531456','0.702864','-0.140024','0.207438', '-0.119110','0.062626','0.229777','-0.190038','-0.186080','0.223112', '-0.023399','-0.659458','-0.105161','0.159552']	0
infiltrieren	VERB	['-0.132754','0.122250','0.399008','0.303901','0.110872','-0.408790', '-0.450621','0.386379','-0.078743','-0.729157','0.459978','1.150263', '-0.106430','-0.748041','0.575465','-0.027368','-0.459818','0.265766', '0.363021','-0.108835','-0.370680','0.328995','-0.620730','0.187886', '0.564440','0.354064','0.218099','-0.102230','0.004376','0.397643', '0.054713','-0.833393','-0.580966','-0.233041','-0.043430','-0.531987', '0.355997','0.455186','0.280634','0.231617','-0.232049','0.275159', '0.033932','-0.198333','-0.447917','-0.094302','-0.454249','0.103131', '0.520655','-0.528743','0.420704','0.336666']	0
trauern	VERB	['-0.137365','-0.022321','0.124147','0.002973','-0.481554','-0.038824', '-0.403817','0.268064','-0.047181','-0.259219','0.026892','0.350538', '0.419881','0.097421','0.583596','-0.186064','-0.618623','0.021667', '0.608403','-0.075324','-0.648973','-0.344751','-0.361622','0.605833', '0.660661','0.565128','-0.041985','0.125701','0.198671','0.435800', '0.589412','-0.699674','-0.463999','-0.164109','-0.026903','-0.888624', '0.003811','0.321766','0.804795','0.627689','-0.130704','0.284623', '-0.332001','-0.197749','-0.216665','0.121339','-0.580619','0.299117', '0.122208','-0.666226','-0.139021','0.316987']	0
verirren	VERB	['-0.042189','0.022045','-0.227203','0.173395','0.135418','-0.131051', '-0.369039','0.600754','0.383175','-0.530204','0.006796','0.534198', '0.793283','-0.011983','0.369627','-0.362027','-0.407288','-0.287195', '0.402694','0.316792','-0.671393','0.139805','-0.488593','0.733627', '0.535334','0.156079','0.192043','0.521124','0.347293','0.588753', '0.262971','-0.887629','-0.320455','-0.262839','0.004715','-0.598622', '-0.113674','0.566630','-0.088411','0.121790','-0.303128','0.308748', '-0.014750','-0.157849','-0.244596','-0.153078','-0.187889','0.269413', '0.400615','-0.479216','-0.110439','0.664422']	0
blockierung	NOUN	['0.094884','-0.022580','0.032759','0.412466','0.207810','-0.046782', '-0.038738','0.147610','0.130886','-0.541984','0.503115','0.823052', '0.141720','-0.558270','0.547793','-0.403027','-0.406122','0.206960', '0.544551','-0.038328','-0.211452','0.056534','-0.717401','0.563263', '0.759426','0.431759','0.006874','-0.086438','0.104819','0.421498', '0.006313','-0.658849','-0.003273','-0.102620','0.023811','-0.389142', '-0.054704','0.385592','0.157104','0.264604','-0.486750','0.042527', '0.108840','-0.132542','-0.298496','-0.250158','-0.529013','0.174279', '0.407203','-0.415031','0.231187','0.142413']	0
frech	ADJ	['0.255246','0.207763','-0.262478','-0.005078','0.033055','0.349025', '-0.369825','0.032722','0.287212','-0.474960','0.516452','0.042854', '0.691398','-0.015349','0.154172','-0.590411','-0.552392','-0.306787', '0.185518','0.210095','-0.338639','-0.361019','-0.318414','0.763125', '0.482549','0.030702','-0.143347','-0.054553','0.400506','0.153291', '0.248606','-0.571059','-0.445266','-0.117355','-0.026796','-0.220246', '-0.073787','0.377950','0.181522','0.100657','-0.318616','-0.135612', '-0.056703','0.138942','-0.522406','-0.078702','-0.422193','0.172473', '0.441892','-0.298800','-0.212412','0.428169']	1
nervig	ADJ	['0.069798','0.442463','-0.155545','-0.125660','0.179997','0.010518', '-0.484073','0.220961','0.278783','-0.571050','0.395616','0.275031', '0.330184','-0.183762','0.110169','-0.938914','-0.609751','-0.183587', '0.222626','0.445717','-0.236879','-0.176980','-0.526654','0.962854', '0.654914','-0.094578','-0.211603','0.299115','0.431482','0.498043', '0.243143','-0.714373','-0.690469','-0.199994','-0.266389','-0.282336', '-0.180689','0.223644','0.074303','0.040693','-0.432714','0.084956', '-0.123709','0.217409','-0.414040','-0.263133','-0.391540','-0.030574', '0.453160','-0.628370','-0.076931','0.075247']	1
beschwerlich	ADJ	['0.053731','-0.028771','-0.196603','-0.292428','0.279276','0.519283', '-0.701919','0.759305','0.543025','-0.431608','0.222493','0.259312', '0.376861','-0.022838','0.074066','-0.085973','-0.399914','-0.490983', '0.326807','0.313320','-0.320984','-0.415077','-0.475615','0.688604', '0.497386','0.465308','0.285695','0.467759','0.338830','0.502914', '0.376713','-0.567428','-0.193124','-0.125242','-0.052133','-0.534751', '0.069426','0.161052','-0.068415','0.609375','0.083180','0.218629', '-0.017976','0.013864','-0.624363','0.094764','-0.469300','0.359952', '0.346784','-0.543091','-0.302051','0.132349']	0
schonungslos	ADJ	['-0.189016','0.106731','-0.196542','-0.000389','-0.075357','0.459410', '-0.493563','0.231156','0.122699','-0.644730','0.311911','0.637143', '0.494209','-0.026282','0.520538','-0.224700','-0.457715','0.310389', '0.242744','0.151474','-0.348886','-0.242531','-0.464410','0.728436', '0.238433','0.291674','0.223529','0.109879','0.539716','0.160622', '0.222940','-0.751239','-0.491249','0.031674','-0.007996','-0.422252', '0.096234','0.565083','0.337795','0.422429','-0.189115','-0.061661', '-0.206271','-0.200185','-0.424139','-0.315685','-0.432982','0.432945', '0.348249','-0.354718','-0.289002','0.061688']	0
verachten	VERB	['0.066750','0.249996','-0.088990','-0.131631','-0.089001','0.238126', '-0.532677','0.267002','0.088899','-0.509744','0.335555','0.431555', '0.381396','-0.127112','0.390843','-0.340907','-0.342782','-0.041130', '0.180226','0.245797','-0.487976','-0.235236','-0.502903','0.773606', '0.403686','0.250316','0.287430','0.146843','0.205571','0.343772', '0.474800','-0.743916','-0.554441','-0.130471','-0.185824','-0.439306', '0.143371','0.429993','0.220636','0.068510','-0.330174','-0.018848', '-0.171602','0.170335','-0.731258','0.092288','-0.399022','0.251513', '0.059646','-0.654156','-0.143737','0.504636']	1
unsolide	ADJ	['0.128429','-0.105452','-0.020374','-0.420754','-0.413485','0.406246', '-0.132015','0.147358','0.291702','-0.415065','0.199744','0.414645', '0.396366','-0.358688','0.146309','-0.073516','-0.679805','0.542476', '0.200980','0.347633','-0.357990','-0.853387','-1.067488','0.825366', '0.687350','-0.003707','0.272395','-0.429159','0.499813','0.201053', '0.066384','-0.626901','-0.295678','-0.085172','-0.017301','-0.261761', '0.234372','0.342991','-0.072370','0.111055','0.026643','0.111417', '0.295786','-0.178969','-0.654923','0.170991','-0.638728','0.588614', '0.107268','-0.915758','-0.122960','0.421632']	0
bitch	NOUN	['0.304553','0.090918','-0.327562','0.215791','-0.225182','-0.106047', '-0.126286','-0.276847','0.400967','0.016244','0.412275','0.218538', '-0.546214','0.545048','-0.049897','-0.003625','-0.216669','-0.093464', '0.107967','0.139570','0.256976','-0.103458','0.158277','0.643595', '-0.126631','-0.020021','-0.231612','-0.511743','0.235186','0.214303', '0.068342','-0.748071','-0.101301','-0.345808','0.141785','0.025005', '0.421774','-0.354153','-0.202761','0.154202','0.287455','-0.731623', '-0.297376','-0.424900','-0.357469','-0.446601','-0.425831','0.235912', '-0.336743','-0.120007','0.424822','0.145954']	1
aufregung	NOUN	['-0.130477','0.114862','0.131007','-0.111390','-0.048169','0.004715', '-0.335104','0.195734','0.199724','-0.381832','0.381022','0.310139', '0.487944','-0.119564','0.365250','-0.167858','-0.569663','0.137522', '0.210655','0.172997','-0.169134','-0.076984','-0.587880','0.749388', '0.623107','0.323021','-0.055881','0.044761','0.332969','0.592151', '0.367742','-0.684543','-0.257947','-0.045790','-0.098631','-0.512220', '0.093833','0.431457','0.212521','0.336615','-0.298328','0.473199', '-0.232470','0.010083','-0.315142','-0.275988','-0.475499','0.221389', '0.372685','-0.320423','-0.071640','0.251813']	0
stillstand	NOUN	['-0.285792','0.063891','0.046950','0.017066','-0.051641','0.328725', '-0.248846','0.458054','0.405159','-0.423151','0.135729','0.656030', '0.257020','-0.360479','0.294725','0.166846','-0.295724','0.308415', '0.326516','0.083972','-0.120944','-0.238904','-0.885031','0.658017', '0.723346','0.457498','0.327759','0.127717','0.232868','0.656852', '0.289298','-0.691549','-0.018199','-0.097016','-0.179904','-0.483896', '0.163310','0.416419','0.215775','0.485674','-0.099443','0.381781', '-0.108803','-0.022385','-0.476063','-0.374610','-0.599598','0.482736', '0.177656','-0.538438','-0.010408','0.304000']	0
schlumpf	NOUN	['2.835938','-0.277725','-0.454109','-0.592028','0.989824','1.391507', '-3.241584','0.411227','1.118783','-0.809971','1.238996','-0.991594', '-0.124797','-2.676980','0.263264','0.085131','1.549462','-0.086443', '1.978305','1.914635','-1.335724','-1.554445','-1.331757','3.223951', '1.076214','0.152858','-0.962746','0.370275','-0.691402','0.780101', '0.893924','-0.424910','-1.557039','-1.341236','0.547207','-0.190869', '1.417112','-0.422203','0.952960','0.872620','0.990004','-1.805801', '-0.594307','-1.471853','1.398672','-0.145723','-0.943724','2.673296', '1.723073','-1.867529','0.048785','1.625986']	0
ineffizient	ADJ	['-0.342596','0.287213','0.384660','-0.045166','-0.011931','0.441221', '-0.321440','0.601536','0.453491','-0.560208','0.500222','0.528399', '-0.093597','-0.451059','0.408617','-0.055262','-0.292616','0.361998', '0.012714','0.307676','-0.268846','-0.088325','-0.979562','0.518514', '0.566607','0.334564','0.467933','-0.036888','0.678818','0.530309', '0.274614','-0.583489','-0.259029','0.088657','-0.226758','-0.336944', '0.429245','0.491755','-0.096816','0.139116','-0.276860','0.136363', '0.119531','0.205561','-0.657977','-0.363128','-0.521711','0.134638', '0.292232','-0.892289','0.125176','0.410939']	0
arroganz	NOUN	['0.254638','0.121531','-0.185354','-0.159625','-0.153213','0.410966', '-0.309765','0.150449','0.384423','-0.595753','0.209310','0.671562', '0.362136','-0.214413','0.497876','-0.178164','-0.182657','0.442370', '0.162893','0.198926','-0.418778','-0.340302','-0.567549','0.882878', '0.355417','0.382716','0.430360','0.194149','0.453254','0.276445', '0.317605','-0.728502','-0.479537','-0.179883','-0.128004','-0.386196', '0.377773','0.639978','0.422719','0.328257','-0.437602','0.149277', '-0.263092','0.050422','-0.649607','-0.231074','-0.549013','0.561597', '0.188558','-0.756747','-0.116198','0.333990']	1
entnervt	ADJ	['0.109116','0.282212','-0.004474','-0.060306','0.024518','0.269877', '-0.135093','0.246045','0.221577','-0.672215','0.407937','0.118367', '0.322678','-0.141823','0.186713','-0.427894','-0.643012','0.168074', '0.511449','0.219724','-0.184571','-0.213861','-0.700263','0.705272', '0.519072','0.230339','-0.237652','0.238718','0.250915','0.569016', '0.333286','-0.632496','-0.271434','-0.157379','-0.171646','-0.524492', '-0.187715','0.166229','0.195023','0.383542','-0.341357','0.478614', '-0.021723','-0.065873','-0.625718','-0.281793','-0.553913','0.299739', '0.579345','-0.436494','0.037630','0.097650']	0
langweilig	ADJ	['0.238687','0.447489','-0.116219','-0.130810','0.071200','0.058964', '-0.542596','0.279443','0.236098','-0.471254','0.445697','0.240124', '0.543056','-0.097974','0.010136','-0.797594','-0.560344','-0.332001', '0.154923','0.350414','-0.254401','-0.041727','-0.475644','0.931035', '0.584347','-0.058649','-0.233980','0.351174','0.322564','0.517658', '0.293958','-0.532539','-0.587672','-0.224961','-0.317247','-0.394230', '-0.231169','0.136959','0.116612','0.168077','-0.350495','0.077604', '-0.175954','0.068985','-0.405339','-0.189242','-0.343897','0.153524', '0.498108','-0.495349','-0.255030','0.223883']	0
riskieren	VERB	['0.093665','0.222846','-0.069787','0.038978','0.208107','0.257713', '-0.449747','0.721129','0.211312','-0.502773','0.246935','0.468544', '0.478358','-0.052493','0.560581','-0.239088','-0.606501','0.073817', '0.391534','0.187141','-0.522005','-0.244477','-0.775586','0.778024', '0.547480','0.341300','0.085634','0.154507','0.347393','0.674294', '0.424408','-0.643067','-0.492414','-0.136197','-0.185322','-0.411956', '0.181465','0.279013','0.154313','0.431375','-0.197640','0.081824', '-0.067080','0.032207','-0.419441','-0.156702','-0.333712','-0.082575', '0.192890','-0.540369','-0.105682','0.461425']	0
